name,gender,country,athlete_index,athletes_sent,athletes_total,athlete_%
SMEJKAL Jiri,Male,Czech Republic,1,59,115,51.30434782608696
SMIRNOVS Deniss,Male,Latvia,1,50,61,81.9672131147541
SMITH Nathan,Male,United States of America,1,116,225,51.55555555555556
SMOLKIN Gleb,Male,ROC,1,108,217,49.76958525345622
SMOLSKI Anton,Male,Belarus,1,11,28,39.285714285714285
SNITH Justin,Male,Canada,1,109,215,50.697674418604656
SNORRASON Sturla Snaer,Male,Iceland,1,3,5,60.0
SOBOLEV Andrei,Male,ROC,1,108,217,49.76958525345622
SOBOTKA Vladimir,Male,Czech Republic,1,59,115,51.30434782608696
SOCHOWICZ Mateusz,Male,Poland,1,27,57,47.368421052631575
SOERENSEN Nikolaj,Male,Canada,1,109,215,50.697674418604656
SOLHEIM Fabian Wilkens,Male,Norway,1,54,84,64.28571428571429
SOMMARIVA Lorenzo,Male,Italy,1,72,119,60.50420168067227
SOMMER Matthias,Male,Germany,1,96,148,64.86486486486487
SOMMER Ryan,Male,Canada,1,109,215,50.697674418604656
SONG Qiwu,Male,People's Republic of China,1,95,182,52.197802197802204
SORENSEN Cody,Male,Canada,1,109,215,50.697674418604656
SOTO MORENO Jonathan,Male,Mexico,1,3,4,75.0
SOUKUP Matthew,Male,Canada,1,109,215,50.697674418604656
SOUZA da SILVA Rafael,Male,Brazil,1,6,10,60.0
SPACEK Michael,Male,Czech Republic,1,59,115,51.30434782608696
SPECHENHAUSER Luca,Male,Italy,1,72,119,60.50420168067227
SPITSOV Denis,Male,ROC,1,108,217,49.76958525345622
SPODYRIEV Maksym,Male,Poland,1,27,57,47.368421052631575
SPRING Christopher,Male,Canada,1,109,215,50.697674418604656
SPRINGIS Davis,Male,Latvia,1,50,61,81.9672131147541
STAAL Eric,Male,Canada,1,109,215,50.697674418604656
STAKHIV Ihor,Male,Ukraine,1,24,46,52.17391304347826
STALDER Sebastian,Male,Switzerland,1,95,169,56.213017751479285
STANTE Tit,Male,Slovenia,1,23,44,52.27272727272727
STAREGA Maciej,Male,Poland,1,27,57,47.368421052631575
STAUDINGER Rupert,Male,Great Britain,1,27,49,55.10204081632652
STEFANESCU Alexandru Stefan,Male,Romania,1,13,21,61.904761904761905
STEFANSSON Malte,Male,Sweden,1,64,118,54.23728813559322
STEPAN Sascha,Male,Austria,1,64,105,60.952380952380956
STEPHENS Shanwayne,Male,Jamaica,1,6,7,85.71428571428571
STEU Thomas,Male,Austria,1,64,105,60.952380952380956
STEVENSON Colby,Male,United States of America,1,116,225,51.55555555555556
STOCH Kamil,Male,Poland,1,27,57,47.368421052631575
STOLZ Jordan,Male,United States of America,1,116,225,51.55555555555556
STONES Cam,Male,Canada,1,109,215,50.697674418604656
STORM Frederik,Male,Denmark,1,34,63,53.96825396825397
STRANSKY Matej,Male,Czech Republic,1,59,115,51.30434782608696
STRASSER Linus,Male,Germany,1,96,148,64.86486486486487
STREET Ben,Male,Canada,1,109,215,50.697674418604656
STRIEDINGER Otmar,Male,Austria,1,64,105,60.952380952380956
STROLIA Tautvydas,Male,Lithuania,1,8,13,61.53846153846154
STROLIA Vytautas,Male,Lithuania,1,8,13,61.53846153846154
STROLZ Johannes,Male,Austria,1,64,105,60.952380952380956
STVRTECKY Jakub,Male,Czech Republic,1,59,115,51.30434782608696
SU Yiming,Male,People's Republic of China,1,95,182,52.197802197802204
SUGAI Ryo,Male,Japan,1,49,121,40.49586776859504
SUGIMOTO Kosuke,Male,Japan,1,49,121,40.49586776859504
SUK Youngjin,Male,Republic of Korea,1,35,65,53.84615384615385
SULAK Libor,Male,Czech Republic,1,59,115,51.30434782608696
SUMMERS Brodie,Male,Australia,1,21,44,47.72727272727273
SUN Jiaxu,Male,People's Republic of China,1,95,182,52.197802197802204
SUN Jingbo,Male,People's Republic of China,1,95,182,52.197802197802204
SUN Kaizhi,Male,People's Republic of China,1,95,182,52.197802197802204
SUN Long,Male,People's Republic of China,1,95,182,52.197802197802204
SUNDERLAND Daniel,Male,Canada,1,109,215,50.697674418604656
SUNDGREN Christoffer,Male,Sweden,1,64,118,54.23728813559322
SURGET Merlin,Male,France,1,50,86,58.139534883720934
SVANCER Matej,Male,Austria,1,64,105,60.952380952380956
SVENSSON Oskar,Male,Sweden,1,64,118,54.23728813559322
SWINGS Bart,Male,Belgium,1,11,19,57.89473684210527
SYSOEV Kirill,Male,ROC,1,108,217,49.76958525345622
SZCZECHOWICZ Andrzej,Male,Poland,1,27,57,47.368421052631575
SZOLLOS Barnabas,Male,Israel,1,4,6,66.66666666666666
TADE Marco,Male,Switzerland,1,95,169,56.213017751479285
TAHIRI Albin,Male,Kosovo,1,1,2,50.0
TAKAC Samuel,Male,Slovakia,1,37,50,74.0
TAKAHARA Yoshiki,Male,Japan,1,49,121,40.49586776859504
TAKATS Tristan,Male,Austria,1,64,105,60.952380952380956
TAMBELLINI Adam,Male,Canada,1,109,215,50.697674418604656
TANDE Daniel Andre,Male,Norway,1,54,84,64.28571428571429
TANNER Valentin,Male,Switzerland,1,95,169,56.213017751479285
TASCHLER Filip,Male,Czech Republic,1,59,115,51.30434782608696
TAUGBOEL Haavard Solaas,Male,Norway,1,54,84,64.28571428571429
TAWK Elie,Male,LBN,1,1,3,33.33333333333333
TCHIKNAVORIAN Terence,Male,France,1,50,86,58.139534883720934
TELEGIN Sergei,Male,ROC,1,108,217,49.76958525345622
TENTEA Mihai Cristian,Male,Romania,1,13,21,61.904761904761905
TERENTEV Alexander,Male,ROC,1,108,217,49.76958525345622
THEOCHARIS Sacha,Male,France,1,50,86,58.139534883720934
THERRIAULT Edouard,Male,Canada,1,109,215,50.697674418604656
THOMPSON Broderick,Male,Canada,1,109,215,50.697674418604656
THORGREN Sven,Male,Sweden,1,64,118,54.23728813559322
THORUP Viktor Hald,Male,Denmark,1,34,63,53.96825396825397
THUNE JACOBSEN Tobias,Male,Denmark,1,34,63,53.96825396825397
THURKAUF Calvin,Male,Switzerland,1,95,169,56.213017751479285
TIFFELS Frederik,Male,Germany,1,96,148,64.86486486486487
TIMMINGS Nicholas,Male,Australia,1,21,44,47.72727272727273
TJADER Jesper,Male,Sweden,1,64,118,54.23728813559322
TKACHENKO Sergey,Male,Kazakhstan,1,17,34,50.0
TKACHYOV Vladimir,Male,ROC,1,108,217,49.76958525345622
TOBITA Ruki,Male,Japan,1,49,121,40.49586776859504
TODEV Blagoy,Male,Bulgaria,1,10,16,62.5
TOMEK Matej,Male,Slovakia,1,37,50,74.0
TOMKINS Matt,Male,Canada,1,109,215,50.697674418604656
TOMMERNES Henrik,Male,Sweden,1,64,118,54.23728813559322
TORSTI Samu,Male,Finland,1,51,96,53.125
TOTSUKA Yuto,Male,Japan,1,49,121,40.49586776859504
TOURKI Liam,Male,France,1,50,86,58.139534883720934
TOUTANT Sebastien,Male,Canada,1,109,215,50.697674418604656
TRAVKIN Pavel,Male,ROC,1,108,217,49.76958525345622
TREACY Farrell,Male,Great Britain,1,27,49,55.10204081632652
TREACY Niall,Male,Great Britain,1,27,49,55.10204081632652
TREICHL Markus,Male,Austria,1,64,105,60.952380952380956
TRENTINI Alessio,Male,Italy,1,72,119,60.50420168067227
TRETIAKOV Alexander,Male,ROC,1,108,217,49.76958525345622
TROFIMOV Roman Sergeevich,Male,ROC,1,108,217,49.76958525345622
TROFIMOV Sergei,Male,ROC,1,108,217,49.76958525345622
TRSAN Rok,Male,Slovenia,1,23,44,52.27272727272727
TSCHOFENIG Daniel,Male,Austria,1,64,105,60.952380952380956
TSUCHIYA Ryosuke,Male,Japan,1,49,121,40.49586776859504
TSVETKOV Maxim,Male,ROC,1,108,217,49.76958525345622
TSYMBAL Bogdan,Male,Ukraine,1,24,46,52.17391304347826
TUKHTAEV Komiljon,Male,Uzbekistan,1,1,1,100.0
TUOHIMAA Frans,Male,Finland,1,51,96,53.125
TURGOTT Nimroy,Male,Jamaica,1,6,7,85.71428571428571
TYSHCHENKO Artem,Male,Ukraine,1,24,46,52.17391304347826
ULEKLEIV Kristian,Male,Norway,1,54,84,64.28571428571429
UNO Shoma,Male,Japan,1,49,121,40.49586776859504
UNTERSANDER Ramon,Male,Switzerland,1,95,169,56.213017751479285
USTA Berkin,Male,Turkey,1,4,7,57.14285714285714
USTIUGOV Sergey,Male,ROC,1,108,217,49.76958525345622
VAAGBERG Magnus,Male,Norway,1,54,84,64.28571428571429
VACLAVIK Adam,Male,Czech Republic,1,59,115,51.30434782608696
VAICIULIS Modestas,Male,Lithuania,1,8,13,61.53846153846154
VAIN Boris,Male,Monaco,1,3,3,100.0
VALDES Carlo,Male,United States of America,1,116,225,51.55555555555556
VALLET Edgar,Male,France,1,50,86,58.139534883720934
VALNES Erik,Male,Norway,1,54,84,64.28571428571429
van den BROECKE Dries,Male,Belgium,1,11,19,57.89473684210527
van der POEL Nils,Male,Sweden,1,64,118,54.23728813559322
van der VELDEN Niek,Male,Netherlands,1,21,41,51.21951219512195
van POTTELBERGHE Joren,Male,Switzerland,1,95,169,56.213017751479285
van 'T WOUT Jens,Male,Netherlands,1,21,41,51.21951219512195
VARABEI Maksim,Male,Belarus,1,11,28,39.285714285714285
VARIOLA Mattia,Male,Italy,1,72,119,60.50420168067227
VARNYU Alex,Male,Hungary,1,8,14,57.14285714285714
VASILJEVS Deniss,Male,Latvia,1,50,61,81.9672131147541
VASSILYEV Danil,Male,Kazakhstan,1,17,34,50.0
VATANEN Sami,Male,Finland,1,51,96,53.125
VAVERCAK Tomas,Male,Slovakia,1,37,50,74.0
VEDDER Jake,Male,United States of America,1,116,225,51.55555555555556
VEENKER Dennis,Male,Netherlands,1,21,41,51.21951219512195
VEJDELEK Filip,Male,Czech Republic,1,59,115,51.30434782608696
VELICHKO Yevgeniy,Male,Kazakhstan,1,17,34,50.0
VENTURA Paolo,Male,Italy,1,72,119,60.50420168067227
VERBIJ Kai,Male,Netherlands,1,21,41,51.21951219512195
VERDU Joan,Male,Andorra,1,2,5,40.0
VERGINER Alex,Male,Italy,1,72,119,60.50420168067227
VERMEULEN Mika,Male,Austria,1,64,105,60.952380952380956
VERMIN Joel,Male,Switzerland,1,95,169,56.213017751479285
VERSLUIS Matthias,Male,Finland,1,51,96,53.125
VIANO Richardson,Male,Haiti,1,1,1,100.0
VICKTOR Noah,Male,Germany,1,96,148,64.86486486486487
VIDOVIC Matej,Male,Croatia,1,4,11,36.36363636363637
VIERELA Severi,Male,Finland,1,51,96,53.125
VIGANTS Raimo,Male,Latvia,1,50,61,81.9672131147541
VIK Lars Young,Male,Australia,1,21,44,47.72727272727273
VINATZER Alex,Male,Italy,1,72,119,60.50420168067227
VINOGRADOVS Markuss,Male,Latvia,1,50,61,81.9672131147541
VISINTIN Omar,Male,Italy,1,72,119,60.50420168067227
VITO III Louis Philip,Male,Italy,1,72,119,60.50420168067227
VOCKENSPERGER Leon,Male,Germany,1,96,148,64.86486486486487
VOGT Michael,Male,Switzerland,1,95,169,56.213017751479285
VOINOV Vyacheslav,Male,ROC,1,108,217,49.76958525345622
VOLKER Charlie,Male,United States of America,1,116,225,51.55555555555556
von APPEN Henrik,Male,Chile,1,2,4,50.0
VORANAU Aliaksandr,Male,Belarus,1,11,28,39.285714285714285
VORONKOV Dmitri,Male,ROC,1,108,217,49.76958525345622
VOSTE Mathias,Male,Belgium,1,11,19,57.89473684210527
VRHOVNIK Vid,Male,Slovenia,1,23,44,52.27272727272727
VUKICEVIC Marko,Male,Serbia,1,1,2,50.0
VUORINEN Lauri,Male,Finland,1,51,96,53.125
VYTRVAL Jan,Male,Czech Republic,1,59,115,51.30434782608696
WAGNER Fabio,Male,Germany,1,96,148,64.86486486486487
WALCZYK Dylan,Male,United States of America,1,116,225,51.55555555555556
WALKER Geoff,Male,Canada,1,109,215,50.697674418604656
WALKER Tristan,Male,Canada,1,109,215,50.697674418604656
WALLACE Lloyd,Male,Great Britain,1,27,49,55.10204081632652
WALLASCH Tyler,Male,United States of America,1,116,225,51.55555555555556
WALLBERG Walter,Male,Sweden,1,64,118,54.23728813559322
WALLMARK Lucas,Male,Sweden,1,64,118,54.23728813559322
WALSTAD Steffen,Male,Norway,1,54,84,64.28571428571429
WANG Haizhuo,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Haotian,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Qiang,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Taile,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Xindi,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Zhiyu,Male,People's Republic of China,1,95,182,52.197802197802204
WANG Ziyang,Male,People's Republic of China,1,95,182,52.197802197802204
WARSOFSKY David,Male,United States of America,1,116,225,51.55555555555556
WASEK Pawel,Male,Poland,1,27,57,47.368421052631575
WATABE Akito,Male,Japan,1,49,121,40.49586776859504
WATABE Yoshito,Male,Japan,1,49,121,40.49586776859504
WATSON Ashley,Male,Jamaica,1,6,7,85.71428571428571
WATTS Reid,Male,Canada,1,109,215,50.697674418604656
WEAL Jordan,Male,Canada,1,109,215,50.697674418604656
WEBB Jeffrey,Male,Malaysia,1,1,2,50.0
WEBER Christopher,Male,Germany,1,96,148,64.86486486486487
WEBER Terence,Male,Germany,1,96,148,64.86486486486487
WEBER Yannick,Male,Switzerland,1,95,169,56.213017751479285
WEGER Benjamin,Male,Switzerland,1,95,169,56.213017751479285
WEI Ruike,Male,People's Republic of China,1,95,182,52.197802197802204
WEKPE Matthew,Male,Jamaica,1,6,7,85.71428571428571
WENDL Tobias,Male,Germany,1,96,148,64.86486486486487
WENGER Livio,Male,Switzerland,1,95,169,56.213017751479285
WERNER Pirmin,Male,Switzerland,1,95,169,56.213017751479285
WEST Tucker,Male,United States of America,1,116,225,51.55555555555556
WESTON Matt,Male,Great Britain,1,27,49,55.10204081632652
WHITE Shaun,Male,United States of America,1,116,225,51.55555555555556
WHYTE Ross,Male,Great Britain,1,27,49,55.10204081632652
WIKSTEN Kasper,Male,Denmark,1,34,63,53.96825396825397
WILD Victor,Male,ROC,1,108,217,49.76958525345622
WILI Colin,Male,Switzerland,1,95,169,56.213017751479285
WILL Roman,Male,Czech Republic,1,59,115,51.30434782608696
WILLIAMSON Joshua,Male,United States of America,1,116,225,51.55555555555556
WILMSMANN Florian,Male,Germany,1,96,148,64.86486486486487
WILSON Bradley,Male,United States of America,1,116,225,51.55555555555556
WINDINGSTAD Rasmus,Male,Norway,1,54,84,64.28571428571429
WINDISCH Dominik,Male,Italy,1,72,119,60.50420168067227
WINKLER Robert,Male,Austria,1,64,105,60.952380952380956
WINNIK Daniel,Male,Canada,1,109,215,50.697674418604656
WINTERS Cody,Male,United States of America,1,116,225,51.55555555555556
WINTERS Luke,Male,United States of America,1,116,225,51.55555555555556
WISE David,Male,United States of America,1,116,225,51.55555555555556
WOLF David,Male,Germany,1,96,148,64.86486486486487
WON Yunjong,Male,Republic of Korea,1,35,65,53.84615384615385
WOODS James,Male,Great Britain,1,27,49,55.10204081632652
WOODS-TOPALOVIC Cooper,Male,Australia,1,21,44,47.72727272727273
WOTHERSPOON Tyler,Male,Canada,1,109,215,50.697674418604656
WRANAA Rasmus,Male,Sweden,1,64,118,54.23728813559322
WRIGHT Campbell,Male,New Zealand,1,9,15,60.0
WU Dajing,Male,People's Republic of China,1,95,182,52.197802197802204
WU Qingze,Male,People's Republic of China,1,95,182,52.197802197802204
WU Zhitao,Male,People's Republic of China,1,95,182,52.197802197802204
WYATT Marcus,Male,Great Britain,1,27,49,55.10204081632652
XHEPA Denni,Male,Albania,1,1,1,100.0
XIANG Xudong,Male,People's Republic of China,1,95,182,52.197802197802204
XU Fu,Male,People's Republic of China,1,95,182,52.197802197802204
XU Jingtao,Male,People's Republic of China,1,95,182,52.197802197802204
XU Mingfu,Male,People's Republic of China,1,95,182,52.197802197802204
YACHI Sora,Male,Japan,1,49,121,40.49586776859504
YAKIMUSHKIN Ivan,Male,ROC,1,108,217,49.76958525345622
YAKOVLEV Yegor,Male,ROC,1,108,217,49.76958525345622
YALIOTNAU Raman,Male,Belarus,1,11,28,39.285714285714285
YAMAMOTO Ryota,Male,Japan,1,49,121,40.49586776859504
YAMASHITA Haruki,Male,Japan,1,49,121,40.49586776859504
YAN Juncheng,Male,People's Republic of China,1,95,182,52.197802197802204
YAN Ruinan,Male,People's Republic of China,1,95,182,52.197802197802204
YAN Wengang,Male,People's Republic of China,1,95,182,52.197802197802204
YAN Xingyuan,Male,People's Republic of China,1,95,182,52.197802197802204
YANG Tao,Male,People's Republic of China,1,95,182,52.197802197802204
YANKOV Radoslav,Male,Bulgaria,1,10,16,62.5
YE Jielong,Male,People's Republic of China,1,95,182,52.197802197802204
YE Jinguang,Male,People's Republic of China,1,95,182,52.197802197802204
YELESIN Alexander,Male,ROC,1,108,217,49.76958525345622
YIN Zheng,Male,People's Republic of China,1,95,182,52.197802197802204
YING Rudi,Male,People's Republic of China,1,95,182,52.197802197802204
YOSHINAGA Kazuki,Male,Japan,1,49,121,40.49586776859504
YOUNG Andrew,Male,Great Britain,1,27,49,55.10204081632652
YUAN Junjie,Male,People's Republic of China,1,95,182,52.197802197802204
YULE Daniel,Male,Switzerland,1,95,169,56.213017751479285
YUN Sungbin,Male,Republic of Korea,1,35,65,53.84615384615385
YUNG Hau Tsuen Adrian,Male,"Hong Kong, China",1,2,3,66.66666666666666
ZABYSTRAN Jan,Male,Czech Republic,1,59,115,51.30434782608696
ZAHKNA Rene,Male,Estonia,1,14,26,53.84615384615385
ZAJC Timi,Male,Slovenia,1,23,44,52.27272727272727
ZAKHAROV Ruslan,Male,ROC,1,108,217,49.76958525345622
ZALESKY Dominik,Male,Czech Republic,1,59,115,51.30434782608696
ZAMPA Adam,Male,Slovakia,1,37,50,74.0
ZAMPA Andreas,Male,Slovakia,1,37,50,74.0
ZANDRON Marco,Male,Spain,1,10,14,71.42857142857143
ZANON Nicola,Male,Thailand,1,2,4,50.0
ZAYTSEV Aleksey,Male,ROC,1,108,217,49.76958525345622
ZEMLICKA Milan,Male,Czech Republic,1,59,115,51.30434782608696
ZENHAEUSERN Ramon,Male,Switzerland,1,95,169,56.213017751479285
ZHANG Chunyu,Male,People's Republic of China,1,95,182,52.197802197802204
ZHANG Pengfei,Male,People's Republic of China,1,95,182,52.197802197802204
ZHANG Tianyi,Male,People's Republic of China,1,95,182,52.197802197802204
ZHANG Yangming,Male,People's Republic of China,1,95,182,52.197802197802204
ZHANG Zesen,Male,People's Republic of China,1,95,182,52.197802197802204
ZHAO Jiawen,Male,People's Republic of China,1,95,182,52.197802197802204
ZHAO Jiawen,Male,People's Republic of China,1,95,182,52.197802197802204
ZHAO Yang,Male,People's Republic of China,1,95,182,52.197802197802204
ZHAO Zihe,Male,People's Republic of China,1,95,182,52.197802197802204
ZHAROVTSEV Vladislav,Male,ROC,1,108,217,49.76958525345622
ZHEN Heng,Male,People's Republic of China,1,95,182,52.197802197802204
ZHEN Weijie,Male,People's Republic of China,1,95,182,52.197802197802204
ZHENG Enlai,Male,People's Republic of China,1,95,182,52.197802197802204
ZHONG Wei,Male,People's Republic of China,1,95,182,52.197802197802204
ZHOU Vincent,Male,United States of America,1,116,225,51.55555555555556
ZHOU Xiaoyang,Male,People's Republic of China,1,95,182,52.197802197802204
ZHU Zhenyu,Male,People's Republic of China,1,95,182,52.197802197802204
ZILE Kristaps Roberts,Male,Latvia,1,50,61,81.9672131147541
ZLATKOV Kamen,Male,Bulgaria,1,10,16,62.5
ZMIJ Matej,Male,Slovakia,1,37,50,74.0
ZOBEL David,Male,Germany,1,96,148,64.86486486486487
ZOGRAFSKI Vladimir,Male,Bulgaria,1,10,16,62.5
ZOHORNA Hynek,Male,Czech Republic,1,59,115,51.30434782608696
ZOHORNA Tomas,Male,Czech Republic,1,59,115,51.30434782608696
ZOU Qiang,Male,People's Republic of China,1,95,182,52.197802197802204
ZUBCIC Filip,Male,Croatia,1,4,11,36.36363636363637
ZUREK Damian,Male,Poland,1,27,57,47.368421052631575
ZUZIN Peter,Male,Slovakia,1,37,50,74.0
ZVEJNIEKS Miks,Male,Latvia,1,50,61,81.9672131147541
ZYLA Piotr,Male,Poland,1,27,57,47.368421052631575
