name,gender,country,discipline,discipline_code,medal_type,athlete_index,athletes_sent,athletes_total,athlete_%,medal_count
PIDRUCHNYI Dmytro,Male,Ukraine,Biathlon,BTH,,1,24,46,52.17391304347826,1
PIERRE-GILLES Jordan,Male,Canada,Short Track Speed Skating,STK,Gold,1,113,223,50.672645739910315,28
PIETTA Daniel,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
PINTURAULT Alexis,Male,France,Alpine Skiing,ALP,,1,55,92,59.78260869565217,17
PITTIN Alessandro,Male,Italy,Nordic Combined,NCB,,1,76,127,59.84251968503938,13
PIVIROTTO Ryan,Male,United States of America,Short Track Speed Skating,STK,,1,118,231,51.082251082251084,20
PLACE Francois,Male,France,Freestyle Skiing,FRS,,1,55,92,59.78260869565217,17
PLACHTA Matthias,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
PLANKO Lovro,Male,Slovenia,Biathlon,BTH,,1,25,48,52.083333333333336,8
PLOTNIKOV Sergei,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
PLUME Roberts,Male,Latvia,Luge,LUG,Bronze,1,50,61,81.9672131147541,3
PLYS Christopher,Male,United States of America,Curling,CUR,,1,118,231,51.082251082251084,20
POETTOZ Michael,Male,Colombia,Alpine Skiing,ALP,,1,2,3,66.66666666666666,0
POIRIER Paul,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
POKKA Ville,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
POLASEK Viktor,Male,Czech Republic,Ski Jumping,SJP,,1,59,115,51.30434782608696,0
PONSILUOMA Martin,Male,Sweden,Biathlon,BTH,Silver,1,66,126,52.38095238095239,12
POPA Raul Mihai,Male,Romania,Cross-Country Skiing,CCS,,1,13,21,61.904761904761905,0
POPOV Albert,Male,Bulgaria,Alpine Skiing,ALP,,1,10,16,62.5,0
POROMAA William,Male,Sweden,Cross-Country Skiing,CCS,,1,66,126,52.38095238095239,12
PORTEOUS Miguel,Male,New Zealand,Freestyle Skiing,FRS,,1,9,16,56.25,1
PORTEOUS Nico,Male,New Zealand,Freestyle Skiing,FRS,Gold,1,9,16,56.25,1
PORTYK Tomas,Male,Czech Republic,Nordic Combined,NCB,,1,59,115,51.30434782608696,0
POSPISIL Kristian,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
POULSEN Morten,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
POWER Owen,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
PRALONG Candide,Male,Switzerland,Cross-Country Skiing,CCS,,1,95,173,54.91329479768786,5
PREVC Cene,Male,Slovenia,Ski Jumping,SJP,Silver,1,25,48,52.083333333333336,8
PREVC Peter,Male,Slovenia,Ski Jumping,SJP,Gold,1,25,48,52.083333333333336,8
PREVC Peter,Male,Slovenia,Ski Jumping,SJP,Silver,1,25,48,52.083333333333336,8
PROKHOROV Iurii,Male,ROC,Luge,LUG,,1,119,235,50.638297872340424,60
PROMMEGGER Andreas,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
PROULX SENECAL Simon,Male,Armenia,Figure Skating,FSK,,1,3,6,50.0,0
PRYMA Artem,Male,Ukraine,Biathlon,BTH,,1,24,46,52.17391304347826,1
PUDAS Jonathan,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
PUEYO Jaume,Male,Spain,Cross-Country Skiing,CCS,,1,10,14,71.42857142857143,0
PUKHKALO Vitaliy,Male,Kazakhstan,Cross-Country Skiing,CCS,,1,17,34,50.0,0
PUNNENOVS Ivars,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
PYJAS Pawel,Male,Poland,Alpine Skiing,ALP,,1,27,57,47.368421052631575,1
QI Guangpu,Male,People's Republic of China,Freestyle Skiing,FRS,Silver,1,98,191,51.30890052356021,11
QI Guangpu,Male,People's Republic of China,Freestyle Skiing,FRS,Gold,1,98,191,51.30890052356021,11
QUINN Ian,Male,United States of America,Speed Skating,SSK,,1,118,231,51.082251082251084,20
QUINTANA Carlos Andres,Male,Colombia,Cross-Country Skiing,CCS,,1,2,3,66.66666666666666,0
RADAMUS River,Male,United States of America,Alpine Skiing,ALP,,1,118,231,51.082251082251084,20
RADFORD Eric,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
RADU Cristian,Male,Romania,Bobsleigh,BOB,,1,13,21,61.904761904761905,0
RAENKEL Raido,Male,Estonia,Biathlon,BTH,,1,14,26,53.84615384615385,0
RAGETTLI Andri,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
RAJALA Toni,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
RAKPAROV Chingiz,Male,Kazakhstan,Nordic Combined,NCB,,1,17,34,50.0,0
RASP Christian,Male,Germany,Bobsleigh,BOB,Silver,1,105,161,65.21739130434783,37
RASTELLI Maicol,Male,Italy,Cross-Country Skiing,CCS,,1,76,127,59.84251968503938,13
RAUCHFUSS Julian,Male,Germany,Alpine Skiing,ALP,Silver,1,105,161,65.21739130434783,37
RAZZOLI Giuliano,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
READ Erik,Male,Canada,Alpine Skiing,ALP,,1,113,223,50.672645739910315,28
REED James,Male,United States of America,Bobsleigh,BOB,,1,118,231,51.082251082251084,20
REES Roman,Male,Germany,Biathlon,BTH,,1,105,161,65.21739130434783,37
REGENDA Pavol,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
REGEZ Ryan,Male,Switzerland,Freestyle Skiing,FRS,Gold,1,95,173,54.91329479768786,5
REGIN Peter,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
REHRL Franz-Josef,Male,Austria,Nordic Combined,NCB,,1,71,113,62.83185840707964,21
REID Rolando,Male,Jamaica,Bobsleigh,BOB,,1,6,7,85.71428571428571,0
REIDEBORN Adam,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
REIKHERD Dmitriy,Male,Kazakhstan,Freestyle Skiing,FRS,,1,17,34,50.0,0
REN Ziwei,Male,People's Republic of China,Short Track Speed Skating,STK,Gold,1,98,191,51.30890052356021,11
REN Ziwei,Male,People's Republic of China,Short Track Speed Skating,STK,Gold,1,98,191,51.30890052356021,11
REPIK Michal,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
REPILOV Roman,Male,ROC,Luge,LUG,,1,119,235,50.638297872340424,60
REPONEN Perttu,Male,Finland,Nordic Combined,NCB,,1,53,99,53.535353535353536,29
RETORNAZ Joel,Male,Italy,Curling,CUR,,1,76,127,59.84251968503938,13
REVIYA Georgy,Male,Georgia,Figure Skating,FSK,,1,5,9,55.55555555555556,0
RIDZIK Sergey,Male,ROC,Freestyle Skiing,FRS,Bronze,1,119,235,50.638297872340424,60
RIEDER Emanuel,Male,Italy,Luge,LUG,,1,76,127,59.84251968503938,13
RIEDER Tobias,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
RIIBER Jarl Magnus,Male,Norway,Nordic Combined,NCB,,1,70,108,64.81481481481481,43
RIJHNEN Felix,Male,Germany,Speed Skating,SSK,,1,105,161,65.21739130434783,37
RINALDI Rudy,Male,Monaco,Bobsleigh,BOB,,1,3,3,100.0,0
RINNEKANGAS Rene,Male,Finland,Snowboard,SBD,,1,53,99,53.535353535353536,29
RIOS Martin,Male,Switzerland,Curling,CUR,,1,95,173,54.91329479768786,5
RITCHIE Graham,Male,Canada,Cross-Country Skiing,CCS,,1,113,223,50.672645739910315,28
RIZZO Matteo,Male,Italy,Figure Skating,FSK,,1,76,127,59.84251968503938,13
ROBINSON Mat,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
ROENNGREN Mattias,Male,Sweden,Alpine Skiing,ALP,,1,66,126,52.38095238095239,12
ROES Sven,Male,Netherlands,Short Track Speed Skating,STK,,1,23,51,45.09803921568628,5
ROEST Patrick,Male,Netherlands,Speed Skating,SSK,Silver,1,23,51,45.09803921568628,5
ROEST Patrick,Male,Netherlands,Speed Skating,SSK,Silver,1,23,51,45.09803921568628,5
ROETHE Sjur,Male,Norway,Cross-Country Skiing,CCS,,1,70,108,64.81481481481481,43
ROGENTIN Stefan,Male,Switzerland,Alpine Skiing,ALP,,1,95,173,54.91329479768786,5
ROHRWECK Johannes,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
ROISLAND Mons,Male,Norway,Snowboard,SBD,Silver,1,70,108,64.81481481481481,43
ROJO Imanol,Male,Spain,Cross-Country Skiing,CCS,,1,10,14,71.42857142857143,0
ROLLAND Kevin,Male,France,Freestyle Skiing,FRS,,1,55,92,59.78260869565217,17
ROLLI Luca,Male,Switzerland,Bobsleigh,BOB,,1,95,173,54.91329479768786,5
ROMAN Milos,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
ROMANOV Daniil,Male,ROC,Skeleton,SKN,,1,119,235,50.638297872340424,60
ROOS Henri,Male,Estonia,Cross-Country Skiing,CCS,,1,14,26,53.84615384615385,0
ROSANDIC Mislav,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
ROSANELLI Jeffrey,Male,Italy,Speed Skating,SSK,,1,76,127,59.84251968503938,13
ROTH Noe,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
RUEESCH Jason,Male,Switzerland,Cross-Country Skiing,CCS,,1,95,173,54.91329479768786,5
RUIAN Sipulaoer,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
RUKOSUEV Evgeniy,Male,ROC,Skeleton,SKN,,1,119,235,50.638297872340424,60
RUMYANTSEV Alexander,Male,ROC,Speed Skating,SSK,,1,119,235,50.638297872340424,60
RUNNALLS Adam,Male,Canada,Biathlon,BTH,,1,113,223,50.672645739910315,28
RUSSELL Patrick,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
RUUD Birk,Male,Norway,Freestyle Skiing,FRS,Gold,1,70,108,64.81481481481481,43
RYBAR Patrik,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
RYDAHL Gustav,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
RYDING Dave,Male,Great Britain,Alpine Skiing,ALP,,1,27,49,55.10204081632652,5
RYDL Radek,Male,Czech Republic,Ski Jumping,SJP,,1,59,115,51.30434782608696,0
RYDZEK Johannes,Male,Germany,Nordic Combined,NCB,,1,105,161,65.21739130434783,37
SADOVSKY Roman,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
SADREEV Danil,Male,ROC,Ski Jumping,SJP,Silver,1,119,235,50.638297872340424,60
SAKALA Filip,Male,Czech Republic,Ski Jumping,SJP,,1,59,115,51.30434782608696,0
SALA Tommaso,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
SALARICH Joaquim,Male,Spain,Alpine Skiing,ALP,,1,10,14,71.42857142857143,0
SALIHOVIC Eldar,Male,Montenegro,Alpine Skiing,ALP,,1,2,3,66.66666666666666,0
SALLINEN Jon,Male,Finland,Freestyle Skiing,FRS,,1,53,99,53.535353535353536,29
SALONEN Jimi,Male,Finland,Freestyle Skiing,FRS,,1,53,99,53.535353535353536,29
SALVADORI Giandomenico,Male,Italy,Cross-Country Skiing,CCS,,1,76,127,59.84251968503938,13
SALZER Michael,Male,Germany,Bobsleigh,BOB,,1,105,161,65.21739130434783,37
SAMMER Markus,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
SAMONOV Alexander,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
SAMUELSSON Sebastian,Male,Sweden,Biathlon,BTH,,1,66,126,52.38095238095239,12
SANDBECH Staale,Male,Norway,Snowboard,SBD,,1,70,108,64.81481481481481,43
SANDER Andreas,Male,Germany,Alpine Skiing,ALP,,1,105,161,65.21739130434783,37
SANDERSON Jake,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
SARRAZIN Cyprien,Male,France,Alpine Skiing,ALP,,1,55,92,59.78260869565217,17
SATERI Harri,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
SATO Yukiya,Male,Japan,Ski Jumping,SJP,,1,53,129,41.08527131782946,16
SAVEH SHEMSHAKI Danyal,Male,Islamic Republic of Iran,Cross-Country Skiing,CCS,,1,2,3,66.66666666666666,0
SAVEH SHEMSHAKI Hossein,Male,Islamic Republic of Iran,Alpine Skiing,ALP,,1,2,3,66.66666666666666,0
SCHAAD Roman,Male,Switzerland,Cross-Country Skiing,CCS,,1,95,173,54.91329479768786,5
SCHEPERKAMP Merijn,Male,Netherlands,Speed Skating,SSK,,1,23,51,45.09803921568628,5
SCHERRER Jan,Male,Switzerland,Snowboard,SBD,Bronze,1,95,173,54.91329479768786,5
SCHLINTNER Alexander,Male,Austria,Skeleton,SKN,,1,71,113,62.83185840707964,21
SCHMID Alexander,Male,Germany,Alpine Skiing,ALP,Silver,1,105,161,65.21739130434783,37
SCHMID Constantin,Male,Germany,Ski Jumping,SJP,Bronze,1,105,161,65.21739130434783,37
SCHMID Julian,Male,Germany,Nordic Combined,NCB,Silver,1,105,161,65.21739130434783,37
SCHMIDT Jared,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
SCHMIDT Stefan Due,Male,Denmark,Speed Skating,SSK,,1,34,63,53.96825396825397,0
SCHNEIDER Tobias,Male,Germany,Bobsleigh,BOB,,1,105,161,65.21739130434783,37
SCHOENEFELD Justin,Male,United States of America,Freestyle Skiing,FRS,Gold,1,118,231,51.082251082251084,20
SCHOMMER Paul,Male,United States of America,Biathlon,BTH,,1,118,231,51.082251082251084,20
SCHOONMAKER James Clinton,Male,United States of America,Cross-Country Skiing,CCS,,1,118,231,51.082251082251084,20
SCHUELLER Alexander,Male,Germany,Bobsleigh,BOB,Gold,1,105,161,65.21739130434783,37
SCHUMACHER Gus,Male,United States of America,Cross-Country Skiing,CCS,,1,118,231,51.082251082251084,20
SCHUMANN Stephen,Male,United States of America,Nordic Combined,NCB,,1,118,231,51.082251082251084,20
SCHWAIGER Dominik,Male,Germany,Alpine Skiing,ALP,,1,105,161,65.21739130434783,37
SCHWARZ Benoit,Male,Switzerland,Curling,CUR,,1,95,173,54.91329479768786,5
SCHWARZ Marco,Male,Austria,Alpine Skiing,ALP,,1,71,113,62.83185840707964,21
SEDLAK Lukas,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SEEGERT Nolan,Male,Germany,Figure Skating,FSK,,1,105,161,65.21739130434783,37
SEGER Brodie,Male,Canada,Alpine Skiing,ALP,,1,113,223,50.672645739910315,28
SEIDL Mario,Male,Austria,Nordic Combined,NCB,,1,71,113,62.83185840707964,21
SEJEJS Nauris,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
SEJERSTED Adrian Smiseth,Male,Norway,Alpine Skiing,ALP,,1,70,108,64.81481481481481,43
SELEVKO Aleksandr,Male,Estonia,Figure Skating,FSK,,1,14,26,53.84615384615385,0
SELLER Ludek,Male,Czech Republic,Cross-Country Skiing,CCS,,1,59,115,51.30434782608696,0
SEMENENKO Evgeni,Male,ROC,Figure Skating,FSK,,1,119,235,50.638297872340424,60
SEMIKOV Ilia,Male,ROC,Cross-Country Skiing,CCS,,1,119,235,50.638297872340424,60
SEMYONOV Kirill,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
SENTELER Sven,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
SEPPALA Tero,Male,Finland,Biathlon,BTH,,1,53,99,53.535353535353536,29
SERBAN Darius-Lucian,Male,Romania,Luge,LUG,,1,13,21,61.904761904761905,0
SEROKHVOSTOV Daniil,Male,ROC,Biathlon,BTH,,1,119,235,50.638297872340424,60
SHANG Jincai,Male,People's Republic of China,Cross-Country Skiing,CCS,,1,98,191,51.30890052356021,11
SHARIPZYANOV Damir,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
SHARPE Darcy,Male,Canada,Snowboard,SBD,,1,113,223,50.672645739910315,28
SHI Hao,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
SHIN Ye Chan,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
SHINHAMA Tatsuya,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
SHIPACHYOV Vadim,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
SHMURATKO Ivan,Male,Ukraine,Figure Skating,FSK,,1,24,46,52.17391304347826,1
SHORE Nick,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
SHPUNTAU Yahor,Male,Belarus,Cross-Country Skiing,CCS,,1,11,28,39.285714285714285,1
SHUMATE Jared,Male,United States of America,Nordic Combined,NCB,,1,118,231,51.082251082251084,20
SHUSTER John,Male,United States of America,Curling,CUR,,1,118,231,51.082251082251084,20
SIAO HIM FA Adam,Male,France,Figure Skating,FSK,,1,55,92,59.78260869565217,17
SICS Andris,Male,Latvia,Luge,LUG,,1,50,61,81.9672131147541,3
SICS Juris,Male,Latvia,Luge,LUG,,1,50,61,81.9672131147541,3
SIEBER Basil,Male,Switzerland,Skeleton,SKN,,1,95,173,54.91329479768786,5
SIGHEL Pietro,Male,Italy,Short Track Speed Skating,STK,Silver,1,76,127,59.84251968503938,13
SIGHEL Pietro,Male,Italy,Short Track Speed Skating,STK,Bronze,1,76,127,59.84251968503938,13
SIIMER Kristo,Male,Estonia,Biathlon,BTH,,1,14,26,53.84615384615385,0
SILOVS Haralds,Male,Latvia,Speed Skating,SSK,,1,50,61,81.9672131147541,3
SILVA Manex,Male,Brazil,Cross-Country Skiing,CCS,,1,6,10,60.0,0
SIMA Michal,Male,Slovakia,Biathlon,BTH,,1,37,50,74.0,25
SIMENC Miha,Male,Slovenia,Cross-Country Skiing,CCS,,1,25,48,52.083333333333336,8
SIMION Dario,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
SINAPOV Anton,Male,Bulgaria,Biathlon,BTH,,1,10,16,62.5,0
SINDELAR Jan,Male,Czech Republic,Bobsleigh,BOB,,1,59,115,51.30434782608696,0
SITNIKOV Pavel,Male,ROC,Short Track Speed Skating,STK,,1,119,235,50.638297872340424,60
SKENDER Marko,Male,Croatia,Cross-Country Skiing,CCS,,1,4,11,36.36363636363637,0
SKLENARIK Tomas,Male,Slovakia,Biathlon,BTH,,1,37,50,74.0,25
SKLENICKA David,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SKUPEK Marian,Male,Slovakia,Luge,LUG,,1,37,50,74.0,25
SLAFKOVSKY Juraj,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
SLEPYSHEV Anton,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
SLOTINS Roberts,Male,Latvia,Cross-Country Skiing,CCS,,1,50,61,81.9672131147541,3
SMEJKAL Jiri,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SMIRNOVS Deniss,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
SMITH Nathan,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
SMOLKIN Gleb,Male,ROC,Figure Skating,FSK,,1,119,235,50.638297872340424,60
SMOLSKI Anton,Male,Belarus,Biathlon,BTH,Silver,1,11,28,39.285714285714285,1
SNITH Justin,Male,Canada,Luge,LUG,,1,113,223,50.672645739910315,28
SNORRASON Sturla Snaer,Male,Iceland,Alpine Skiing,ALP,,1,3,5,60.0,0
SOBOLEV Andrei,Male,ROC,Snowboard,SBD,,1,119,235,50.638297872340424,60
SOBOTKA Vladimir,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SOCHOWICZ Mateusz,Male,Poland,Luge,LUG,,1,27,57,47.368421052631575,1
SOERENSEN Nikolaj,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
SOLHEIM Fabian Wilkens,Male,Norway,Alpine Skiing,ALP,Bronze,1,70,108,64.81481481481481,43
SOMMARIVA Lorenzo,Male,Italy,Snowboard,SBD,,1,76,127,59.84251968503938,13
SOMMER Matthias,Male,Germany,Bobsleigh,BOB,Bronze,1,105,161,65.21739130434783,37
SOMMER Ryan,Male,Canada,Bobsleigh,BOB,Bronze,1,113,223,50.672645739910315,28
SONG Qiwu,Male,People's Republic of China,Ski Jumping,SJP,,1,98,191,51.30890052356021,11
SORENSEN Cody,Male,Canada,Bobsleigh,BOB,,1,113,223,50.672645739910315,28
SOTO MORENO Jonathan,Male,Mexico,Cross-Country Skiing,CCS,,1,3,4,75.0,0
SOUKUP Matthew,Male,Canada,Ski Jumping,SJP,Bronze,1,113,223,50.672645739910315,28
SOUZA da SILVA Rafael,Male,Brazil,Bobsleigh,BOB,,1,6,10,60.0,0
SPACEK Michael,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SPECHENHAUSER Luca,Male,Italy,Short Track Speed Skating,STK,,1,76,127,59.84251968503938,13
SPITSOV Denis,Male,ROC,Cross-Country Skiing,CCS,Silver,1,119,235,50.638297872340424,60
SPITSOV Denis,Male,ROC,Cross-Country Skiing,CCS,Gold,1,119,235,50.638297872340424,60
SPODYRIEV Maksym,Male,Poland,Figure Skating,FSK,,1,27,57,47.368421052631575,1
SPRING Christopher,Male,Canada,Bobsleigh,BOB,,1,113,223,50.672645739910315,28
SPRINGIS Davis,Male,Latvia,Bobsleigh,BOB,,1,50,61,81.9672131147541,3
STAAL Eric,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
STAKHIV Ihor,Male,Ukraine,Luge,LUG,,1,24,46,52.17391304347826,1
STALDER Sebastian,Male,Switzerland,Biathlon,BTH,,1,95,173,54.91329479768786,5
STANTE Tit,Male,Slovenia,Snowboard,SBD,,1,25,48,52.083333333333336,8
STAREGA Maciej,Male,Poland,Cross-Country Skiing,CCS,,1,27,57,47.368421052631575,1
STAUDINGER Rupert,Male,Great Britain,Luge,LUG,,1,27,49,55.10204081632652,5
STEFANESCU Alexandru Stefan,Male,Romania,Alpine Skiing,ALP,,1,13,21,61.904761904761905,0
STEFANSSON Malte,Male,Sweden,Biathlon,BTH,,1,66,126,52.38095238095239,12
STEPAN Sascha,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
STEPHENS Shanwayne,Male,Jamaica,Bobsleigh,BOB,,1,6,7,85.71428571428571,0
STEU Thomas,Male,Austria,Luge,LUG,Bronze,1,71,113,62.83185840707964,21
STEU Thomas,Male,Austria,Luge,LUG,Silver,1,71,113,62.83185840707964,21
STEVENSON Colby,Male,United States of America,Freestyle Skiing,FRS,Silver,1,118,231,51.082251082251084,20
STOCH Kamil,Male,Poland,Ski Jumping,SJP,,1,27,57,47.368421052631575,1
STOLZ Jordan,Male,United States of America,Speed Skating,SSK,,1,118,231,51.082251082251084,20
STONES Cam,Male,Canada,Bobsleigh,BOB,Bronze,1,113,223,50.672645739910315,28
STORM Frederik,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
STRANSKY Matej,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
STRASSER Linus,Male,Germany,Alpine Skiing,ALP,Silver,1,105,161,65.21739130434783,37
STREET Ben,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
STRIEDINGER Otmar,Male,Austria,Alpine Skiing,ALP,,1,71,113,62.83185840707964,21
STROLIA Tautvydas,Male,Lithuania,Cross-Country Skiing,CCS,,1,8,13,61.53846153846154,0
STROLIA Vytautas,Male,Lithuania,Biathlon,BTH,,1,8,13,61.53846153846154,0
STROLZ Johannes,Male,Austria,Alpine Skiing,ALP,Gold,1,71,113,62.83185840707964,21
STROLZ Johannes,Male,Austria,Alpine Skiing,ALP,Silver,1,71,113,62.83185840707964,21
STROLZ Johannes,Male,Austria,Alpine Skiing,ALP,Gold,1,71,113,62.83185840707964,21
STVRTECKY Jakub,Male,Czech Republic,Biathlon,BTH,,1,59,115,51.30434782608696,0
SU Yiming,Male,People's Republic of China,Snowboard,SBD,Silver,1,98,191,51.30890052356021,11
SU Yiming,Male,People's Republic of China,Snowboard,SBD,Gold,1,98,191,51.30890052356021,11
SUGAI Ryo,Male,Japan,Freestyle Skiing,FRS,,1,53,129,41.08527131782946,16
SUGIMOTO Kosuke,Male,Japan,Freestyle Skiing,FRS,,1,53,129,41.08527131782946,16
SUK Youngjin,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
SULAK Libor,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
SUMMERS Brodie,Male,Australia,Freestyle Skiing,FRS,,1,21,44,47.72727272727273,1
SUN Jiaxu,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
SUN Jingbo,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
SUN Kaizhi,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
SUN Long,Male,People's Republic of China,Short Track Speed Skating,STK,,1,98,191,51.30890052356021,11
SUNDERLAND Daniel,Male,Canada,Bobsleigh,BOB,,1,113,223,50.672645739910315,28
SUNDGREN Christoffer,Male,Sweden,Curling,CUR,Gold,1,66,126,52.38095238095239,12
SURGET Merlin,Male,France,Snowboard,SBD,,1,55,92,59.78260869565217,17
SVANCER Matej,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
SVENSSON Oskar,Male,Sweden,Cross-Country Skiing,CCS,,1,66,126,52.38095238095239,12
SWINGS Bart,Male,Belgium,Speed Skating,SSK,Gold,1,11,19,57.89473684210527,1
SYSOEV Kirill,Male,ROC,Freestyle Skiing,FRS,,1,119,235,50.638297872340424,60
SZCZECHOWICZ Andrzej,Male,Poland,Nordic Combined,NCB,,1,27,57,47.368421052631575,1
SZOLLOS Barnabas,Male,Israel,Alpine Skiing,ALP,,1,4,6,66.66666666666666,0
TADE Marco,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
TAHIRI Albin,Male,Kosovo,Alpine Skiing,ALP,,1,1,2,50.0,0
TAKAC Samuel,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
TAKAHARA Yoshiki,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
TAKATS Tristan,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
TAMBELLINI Adam,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
TANDE Daniel Andre,Male,Norway,Ski Jumping,SJP,,1,70,108,64.81481481481481,43
TANNER Valentin,Male,Switzerland,Curling,CUR,,1,95,173,54.91329479768786,5
TASCHLER Filip,Male,Czech Republic,Figure Skating,FSK,,1,59,115,51.30434782608696,0
TAUGBOEL Haavard Solaas,Male,Norway,Cross-Country Skiing,CCS,,1,70,108,64.81481481481481,43
TAWK Elie,Male,LBN,,CCS,,1,1,3,33.33333333333333,0
TCHIKNAVORIAN Terence,Male,France,Freestyle Skiing,FRS,,1,55,92,59.78260869565217,17
TELEGIN Sergei,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
TENTEA Mihai Cristian,Male,Romania,Bobsleigh,BOB,,1,13,21,61.904761904761905,0
TERENTEV Alexander,Male,ROC,Cross-Country Skiing,CCS,Bronze,1,119,235,50.638297872340424,60
