name,gender,country,discipline,discipline_code,medal_type,athlete_index,athletes_sent,athletes_total,athlete_%,medal_count
HIRANO Kaishu,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
HIRANO Ruka,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
HIROSE Ryo,Male,Japan,Cross-Country Skiing,CCS,,1,53,129,41.08527131782946,16
HIRVONEN Eero,Male,Finland,Nordic Combined,NCB,,1,53,99,53.535353535353536,29
HLADCHENKA Stanislau,Male,Belarus,Freestyle Skiing,FRS,,1,11,28,39.285714285714285,1
HO Ping-Jui,Male,Chinese Taipei,Alpine Skiing,ALP,,1,1,4,25.0,0
HOEFLICH Andre,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
HOEIBERG Markus,Male,Norway,Curling,CUR,,1,70,108,64.81481481481481,43
HOERL Jan,Male,Austria,Ski Jumping,SJP,Gold,1,71,113,62.83185840707964,21
HOFER Lukas,Male,Italy,Biathlon,BTH,,1,76,127,59.84251968503938,13
HOFMANN Gregory,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
HOLESINSKY Adrian,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
HOLLANDER Sean,Male,United States of America,Luge,LUG,,1,118,231,51.082251082251084,20
HOLLENSTEIN Denis,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
HOLM Philip,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
HOLMBERG Pontus,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
HOLTERMANN Henrik,Male,Denmark,Curling,CUR,,1,34,63,53.96825396825397,0
HOLUND Hans Christer,Male,Norway,Cross-Country Skiing,CCS,Silver,1,70,108,64.81481481481481,43
HOLZER Korbinian,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
HOOGERWERF Dylan,Male,Netherlands,Short Track Speed Skating,STK,,1,23,51,45.09803921568628,5
HORISHIMA Ikuma,Male,Japan,Freestyle Skiing,FRS,Bronze,1,53,129,41.08527131782946,16
HORN Kristopher,Male,United States of America,Bobsleigh,BOB,,1,118,231,51.082251082251084,20
HO-SANG Josh,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
HOUSER Radek,Male,Czech Republic,Snowboard,SBD,,1,59,115,51.30434782608696,0
HOWDEN Reece,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
HOWE Connor,Male,Canada,Speed Skating,SSK,,1,113,223,50.672645739910315,28
HRIVIK Marek,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
HROBAT Miha,Male,Slovenia,Alpine Skiing,ALP,,1,25,48,52.083333333333336,8
HRUBEC Simon,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
HUANG Yebo,Male,People's Republic of China,Luge,LUG,,1,98,191,51.30890052356021,11
HUBER Daniel,Male,Austria,Ski Jumping,SJP,Gold,1,71,113,62.83185840707964,21
HUBER Elias,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
HUBER Kristian,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
HUBER Nicolas,Male,Switzerland,Snowboard,SBD,,1,95,173,54.91329479768786,5
HUDACEK Libor,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
HUFMAN Colin,Male,United States of America,Curling,CUR,,1,118,231,51.082251082251084,20
HUGHES Jarryd,Male,Australia,Snowboard,SBD,,1,21,44,47.72727272727273,1
HULA Stefan,Male,Poland,Ski Jumping,SJP,,1,27,57,47.368421052631575,1
HULTSTROM Linus,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
HWANG Daeheon,Male,Republic of Korea,Short Track Speed Skating,STK,Gold,1,36,68,52.94117647058824,10
HWANG Daeheon,Male,Republic of Korea,Short Track Speed Skating,STK,Silver,1,36,68,52.94117647058824,10
HYKA Tomas,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
HYVARINEN Perttu,Male,Finland,Cross-Country Skiing,CCS,,1,53,99,53.535353535353536,29
ICHINOHE Seitaro,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
IKPEFAN Samuel Uduigowme,Male,Nigeria,Cross-Country Skiing,CCS,,1,1,1,100.0,0
ILIEV Vladimir,Male,Bulgaria,Biathlon,BTH,,1,10,16,62.5,0
ILVES Kristjan,Male,Estonia,Nordic Combined,NCB,,1,14,26,53.84615384615385,0
INDRASIS Miks,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
INNERHOFER Christof,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
IPCIOGLU Fatih Arda,Male,Turkey,Ski Jumping,SJP,,1,4,7,57.14285714285714,0
IRVING Birk,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
IRVING Lewis,Male,Canada,Freestyle Skiing,FRS,Bronze,1,113,223,50.672645739910315,28
ITO Daiki,Male,Japan,Ski Jumping,SJP,,1,53,129,41.08527131782946,16
IVERSEN Emil,Male,Norway,Cross-Country Skiing,CCS,Silver,1,70,108,64.81481481481481,43
IVLIEV Konstantin,Male,ROC,Short Track Speed Skating,STK,Silver,1,119,235,50.638297872340424,60
JACQUELIN Emilien,Male,France,Biathlon,BTH,Silver,1,55,92,59.78260869565217,17
JACQUELIN Emilien,Male,France,Biathlon,BTH,Silver,1,55,92,59.78260869565217,17
JADA Stavre,Male,North Macedonia,Cross-Country Skiing,CCS,,1,2,3,66.66666666666666,0
JAGER Luke,Male,United States of America,,CCS,,1,1,231,0.4329004329004329,0
JAKOB Patrick,Male,Austria,Biathlon,BTH,,1,71,113,62.83185840707964,21
JAKOBSEN Julian,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
JAKOBSEN Kristoffer,Male,Sweden,Alpine Skiing,ALP,,1,66,126,52.38095238095239,12
JAKS Janis,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
JAMES Scotty,Male,Australia,Snowboard,SBD,Silver,1,21,44,47.72727272727273,1
JANICKI Artur,Male,Poland,Speed Skating,SSK,,1,27,57,47.368421052631575,1
JANSRUD Kjetil,Male,Norway,Alpine Skiing,ALP,,1,70,108,64.81481481481481,43
JAPHARIDZE Soso,Male,Georgia,Alpine Skiing,ALP,,1,5,9,55.55555555555556,0
JARVILEHTO Kalle,Male,Finland,Snowboard,SBD,,1,53,99,53.535353535353536,29
JASICZEK Michal,Male,Poland,Alpine Skiing,ALP,,1,27,57,47.368421052631575,1
JAY Renaud,Male,France,Cross-Country Skiing,CCS,,1,55,92,59.78260869565217,17
JELISEJEVS Nikolajs,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
JENSEN AABO Jesper,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
JENSEN Jesper,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
JENSEN Nicholas B.,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
JENSEN Nicklas,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
JEONG Jongwon,Male,Republic of Korea,Cross-Country Skiing,CCS,,1,36,68,52.94117647058824,10
JERABEK Jakub,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
JIA Zongyang,Male,People's Republic of China,Freestyle Skiing,FRS,Silver,1,98,191,51.30890052356021,11
JIAN An,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
JIANG Dongxu,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
JIEKE Kailiaosi,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
JIERUIMI Shimisi,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
JIN Boyang,Male,People's Republic of China,Figure Skating,FSK,,1,98,191,51.30890052356021,11
JIN Yang,Male,People's Republic of China,,FSK,,1,2,191,1.0471204188481675,1
JOCHER Simon,Male,Germany,Alpine Skiing,ALP,,1,105,161,65.21739130434783,37
JOHANSSON Allan Dahl,Male,Norway,Speed Skating,SSK,,1,70,108,64.81481481481481,43
JOHANSSON Lars,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
JOHANSSON Leo,Male,Sweden,Cross-Country Skiing,CCS,,1,66,126,52.38095238095239,12
JOHANSSON Linus,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
JOHANSSON Robert,Male,Norway,Ski Jumping,SJP,,1,70,108,64.81481481481481,43
JOHN Shakeel,Male,Trinidad and Tobago,Bobsleigh,BOB,,1,2,2,100.0,0
JOHNSON Kent,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
JOSEY Chase,Male,United States of America,Snowboard,SBD,,1,118,231,51.082251082251084,20
JOUVE Richard,Male,France,Cross-Country Skiing,CCS,Bronze,1,55,92,59.78260869565217,17
JUNG Donghyun,Male,Republic of Korea,Alpine Skiing,ALP,,1,36,68,52.94117647058824,10
JUNG Hyunwoo,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
JUNG Seunggi,Male,Republic of Korea,Skeleton,SKN,,1,36,68,52.94117647058824,10
JUNGK Axel,Male,Germany,Skeleton,SKN,Silver,1,105,161,65.21739130434783,37
JUNIO Gilmore,Male,Canada,Speed Skating,SSK,,1,113,223,50.672645739910315,28
JURCO Tomas,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
KAGIYAMA Yuma,Male,Japan,Figure Skating,FSK,Bronze,1,53,129,41.08527131782946,16
KAGIYAMA Yuma,Male,Japan,Figure Skating,FSK,Silver,1,53,129,41.08527131782946,16
KAHUN Dominik,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
KAINZWALDNER Simon,Male,Italy,Luge,LUG,,1,76,127,59.84251968503938,13
KALALB Anton,Male,ROC,Curling,CUR,,1,119,235,50.638297872340424,60
KALINICHENKO Vitaliy,Male,Ukraine,Ski Jumping,SJP,,1,24,46,52.17391304347826,1
KALNINS Janis,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
KAMPFER Steven,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
KANIA Marek,Male,Poland,Speed Skating,SSK,,1,27,57,47.368421052631575,1
KAPPACHER Adam,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
KARIM Muhammad,Male,Pakistan,Alpine Skiing,ALP,,1,1,1,100.0,0
KARL Benjamin,Male,Austria,Snowboard,SBD,Gold,1,71,113,62.83185840707964,21
KARLAGACHEV Dmitriy,Male,ROC,Snowboard,SBD,,1,119,235,50.638297872340424,60
KARLIK Mikulas,Male,Czech Republic,Biathlon,BTH,,1,59,115,51.30434782608696,0
KARNAUKHOV Pavel,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
KARSUMS Martins,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
KATSALAPOV Nikita,Male,ROC,Figure Skating,FSK,Gold,1,119,235,50.638297872340424,60
KATSALAPOV Nikita,Male,ROC,Figure Skating,FSK,Silver,1,119,235,50.638297872340424,60
KAUKENAS Tomas,Male,Lithuania,Biathlon,BTH,,1,8,13,61.53846153846154,0
KAYUMOV Artur,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
KEARNEY Hagen,Male,United States of America,Snowboard,SBD,,1,118,231,51.082251082251084,20
KEKESI Marton,Male,Hungary,Alpine Skiing,ALP,,1,10,16,62.5,5
KELEMEN Milos,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
KEMILAINEN Valtteri,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
KEMPPAINEN Joonas,Male,Finland,Ice Hockey,IHO,,1,53,99,53.535353535353536,29
KENINS Ronalds,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
KENNEDY Marc,Male,Canada,Curling,CUR,Bronze,1,113,223,50.672645739910315,28
KENWORTHY Gus,Male,Great Britain,Freestyle Skiing,FRS,,1,27,49,55.10204081632652,5
KERRY Brendan,Male,Australia,Figure Skating,FSK,,1,21,44,47.72727272727273,1
KERSTEN Cornelius,Male,Great Britain,Speed Skating,SSK,,1,27,49,55.10204081632652,5
KHADARIN Vladislav,Male,ROC,Snowboard,SBD,,1,119,235,50.638297872340424,60
KHALILI Said Karimulla,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
KHAN Arif Mohd,Male,India,Alpine Skiing,ALP,,1,1,1,100.0,0
KHASHYRBAYEV Sherzod,Male,Kazakhstan,Freestyle Skiing,FRS,,1,17,34,50.0,0
KHOROSHILOV Alexander,Male,ROC,Alpine Skiing,ALP,,1,119,235,50.638297872340424,60
KIBERMANIS Oskars,Male,Latvia,Bobsleigh,BOB,,1,50,61,81.9672131147541,3
KIEFER Severin,Male,Austria,Figure Skating,FSK,,1,71,113,62.83185840707964,21
KIHARA Ryuichi,Male,Japan,Figure Skating,FSK,Bronze,1,53,129,41.08527131782946,16
KIKUCHI Kota,Male,Japan,Short Track Speed Skating,STK,,1,53,129,41.08527131782946,16
KILDE Aleksander Aamodt,Male,Norway,Alpine Skiing,ALP,Bronze,1,70,108,64.81481481481481,43
KILDE Aleksander Aamodt,Male,Norway,Alpine Skiing,ALP,Silver,1,70,108,64.81481481481481,43
KILP Marko,Male,Estonia,Cross-Country Skiing,CCS,,1,14,26,53.84615384615385,0
KIM Donghyun,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
KIM Dongwook,Male,Republic of Korea,Short Track Speed Skating,STK,Silver,1,36,68,52.94117647058824,10
KIM Hyeonggeun,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
KIM Jinsu,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
KIM Junho,Male,Republic of Korea,Speed Skating,SSK,,1,36,68,52.94117647058824,10
KIM Minseok,Male,Republic of Korea,Speed Skating,SSK,Bronze,1,36,68,52.94117647058824,10
KIM Minwoo,Male,Republic of Korea,Cross-Country Skiing,CCS,,1,36,68,52.94117647058824,10
KIM Sangkyum,Male,Republic of Korea,Snowboard,SBD,,1,36,68,52.94117647058824,10
KIM Taeyang,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
KINDL Wolfgang,Male,Austria,Luge,LUG,Silver,1,71,113,62.83185840707964,21
KINDL Wolfgang,Male,Austria,Luge,LUG,Silver,1,71,113,62.83185840707964,21
KINGSBURY Mikael,Male,Canada,Freestyle Skiing,FRS,Silver,1,113,223,50.672645739910315,28
KIRCHWEHM Umito,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
KIREYEV Vladislav,Male,Kazakhstan,Biathlon,BTH,,1,17,34,50.0,0
KIZALA Deividas,Male,Lithuania,Figure Skating,FSK,,1,8,13,61.53846153846154,0
KLAEBO Johannes Hoesflot,Male,Norway,Cross-Country Skiing,CCS,Gold,1,70,108,64.81481481481481,43
KLAEBO Johannes Hoesflot,Male,Norway,Cross-Country Skiing,CCS,Bronze,1,70,108,64.81481481481481,43
KLAEBO Johannes Hoesflot,Male,Norway,Cross-Country Skiing,CCS,Silver,1,70,108,64.81481481481481,43
KLAEBO Johannes Hoesflot,Male,Norway,Cross-Country Skiing,CCS,Gold,1,70,108,64.81481481481481,43
KLEBA Austin,Male,United States of America,Speed Skating,SSK,,1,118,231,51.082251082251084,20
KLEVELAND Marcus,Male,Norway,Snowboard,SBD,,1,70,108,64.81481481481481,43
KLIMOV Evgenii,Male,ROC,Curling,CUR,,1,119,235,50.638297872340424,60
KLIMOV Evgeniy,Male,ROC,Ski Jumping,SJP,Silver,1,119,235,50.638297872340424,60
KLINE Bostjan,Male,Slovenia,Alpine Skiing,ALP,,1,25,48,52.083333333333336,8
KLINGBERG Carl,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
KLOK Lukas,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
KNAZKO Samuel,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
KNEGT Sjinkie,Male,Netherlands,Short Track Speed Skating,STK,,1,23,51,45.09803921568628,5
KNIES Matt,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
KNIGHT Corban,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
KNOP Petr,Male,Czech Republic,Cross-Country Skiing,CCS,,1,59,115,51.30434782608696,0
KNOT Ronald,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
KOBAYASHI Junshiro,Male,Japan,Ski Jumping,SJP,,1,53,129,41.08527131782946,16
KOBAYASHI Ryoyu,Male,Japan,Ski Jumping,SJP,Gold,1,53,129,41.08527131782946,16
KOBAYASHI Ryoyu,Male,Japan,Ski Jumping,SJP,Silver,1,53,129,41.08527131782946,16
KOBAYASHI Seiya,Male,Japan,Luge,LUG,,1,53,129,41.08527131782946,16
KOBLET Kalle,Male,Switzerland,Snowboard,SBD,,1,95,173,54.91329479768786,5
KOBONOKI Tsukasa,Male,Japan,Biathlon,BTH,,1,53,129,41.08527131782946,16
KOHALA Svante,Male,Sweden,Luge,LUG,,1,66,126,52.38095238095239,12
KOIKE Katsunori,Male,Japan,Short Track Speed Skating,STK,,1,53,129,41.08527131782946,16
KOJIMA Ryota,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
KOLEGA Samuel,Male,Croatia,Alpine Skiing,ALP,,1,4,11,36.36363636363637,0
KOLETO Tim,Male,Japan,Figure Skating,FSK,Bronze,1,53,129,41.08527131782946,16
KOLLER Lorenz,Male,Austria,Luge,LUG,Bronze,1,71,113,62.83185840707964,21
KOLLER Lorenz,Male,Austria,Luge,LUG,Silver,1,71,113,62.83185840707964,21
KOLMAKOV Pavel,Male,Kazakhstan,Freestyle Skiing,FRS,,1,17,34,50.0,0
KOMAROV Leo,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
KOMATZ David,Male,Austria,Biathlon,BTH,,1,71,113,62.83185840707964,21
KONDRATIUK Mark,Male,ROC,Figure Skating,FSK,Gold,1,119,235,50.638297872340424,60
KONGSHAUG Peder,Male,Norway,Speed Skating,SSK,Gold,1,70,108,64.81481481481481,43
KONRAD Branislav,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
KONYA Adam,Male,Hungary,Cross-Country Skiing,CCS,,1,10,16,62.5,5
KORCHUK Anton,Male,Ukraine,Ski Jumping,SJP,,1,24,46,52.17391304347826,1
KORISTEK Jan,Male,Slovakia,Cross-Country Skiing,CCS,,1,37,50,74.0,25
KOS Lovro,Male,Slovenia,Ski Jumping,SJP,Silver,1,25,48,52.083333333333336,8
KOSIR Zan,Male,Slovenia,Snowboard,SBD,,1,25,48,52.083333333333336,8
KOTOVSKYI Dmytro,Male,Ukraine,Freestyle Skiing,FRS,,1,24,46,52.17391304347826,1
KOUDELKA Roman,Male,Czech Republic,Ski Jumping,SJP,,1,59,115,51.30434782608696,0
KOUYOUMDJIAN Yianno,Male,Cyprus,Alpine Skiing,ALP,,1,1,1,100.0,0
KOVAR Jan,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
KOVBASNYUK Ivan,Male,Ukraine,Alpine Skiing,ALP,,1,24,46,52.17391304347826,1
KOWALEWSKI Jakub,Male,Poland,Luge,LUG,,1,27,57,47.368421052631575,1
KOYAMA Yohei,Male,Japan,Alpine Skiing,ALP,,1,53,129,41.08527131782946,16
KOZISEK Cestmir,Male,Czech Republic,Ski Jumping,SJP,,1,59,115,51.30434782608696,0
KOZLOVSKII Dmitrii,Male,ROC,Figure Skating,FSK,,1,119,235,50.638297872340424,60
KRAFT Stefan,Male,Austria,Ski Jumping,SJP,Gold,1,71,113,62.83185840707964,21
KRAMER Sven,Male,Netherlands,Speed Skating,SSK,,1,23,51,45.09803921568628,5
KRAMMER Nicolas,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
KRANJEC Zan,Male,Slovenia,Alpine Skiing,ALP,Silver,1,25,48,52.083333333333336,8
KRASNOPOLSKI Evgeni,Male,Israel,Figure Skating,FSK,,1,4,6,66.66666666666666,0
KRASOVSKYI Oleksii,Male,Ukraine,Cross-Country Skiing,CCS,,1,24,46,52.17391304347826,1
KRASTENBERGS Renars,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
KRAUSE Mikkel,Male,Denmark,Curling,CUR,,1,34,63,53.96825396825397,0
KRCMAR Michal,Male,Czech Republic,Biathlon,BTH,,1,59,115,51.30434782608696,0
KREIENBUEHL Rafael,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
KREJCI David,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
KRIECHMAYR Vincent,Male,Austria,Alpine Skiing,ALP,,1,71,113,62.83185840707964,21
KRIPPS Justin,Male,Canada,Bobsleigh,BOB,Bronze,1,113,223,50.672645739910315,28
KRISTENSEN Emil,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
KRISTOF Michal,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
KRISTOFFERSEN Henrik,Male,Norway,Alpine Skiing,ALP,,1,70,108,64.81481481481481,43
KROL Thomas,Male,Netherlands,Speed Skating,SSK,Silver,1,23,51,45.09803921568628,5
KROL Thomas,Male,Netherlands,Speed Skating,SSK,Gold,1,23,51,45.09803921568628,5
KRUEGER John-Henry,Male,Hungary,Short Track Speed Skating,STK,Bronze,1,10,16,62.5,5
KRUEGER Simen Hegstad,Male,Norway,Cross-Country Skiing,CCS,Bronze,1,70,108,64.81481481481481,43
KRUGER Marcus,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
KRUZBERGS Roberts,Male,Latvia,Short Track Speed Skating,STK,,1,50,61,81.9672131147541,3
KRYZL Krystof,Male,Czech Republic,Alpine Skiing,ALP,,1,59,115,51.30434782608696,0
KUBACKI Dawid,Male,Poland,Ski Jumping,SJP,Bronze,1,27,57,47.368421052631575,1
KUCHIN Zakhar,Male,Kazakhstan,Alpine Skiing,ALP,,1,17,34,50.0,0
KUCHLER Albert,Male,Germany,Cross-Country Skiing,CCS,,1,105,161,65.21739130434783,37
KUCZYNSKI Lukasz,Male,Poland,Short Track Speed Skating,STK,,1,27,57,47.368421052631575,1
KUEHN Johannes,Male,Germany,Biathlon,BTH,,1,105,161,65.21739130434783,37
KUHNHACKL Tom,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
KULDA Arturs,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
KULIZHNIKOV Pavel,Male,ROC,Speed Skating,SSK,,1,119,235,50.638297872340424,60
KUMARITASHVILI Saba,Male,Georgia,Luge,LUG,,1,5,9,55.55555555555556,0
KUNDRATEK Tomas,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
KUNITAKE Hiroaki,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
KUPCZAK Szczepan,Male,Poland,Nordic Combined,NCB,,1,27,57,47.368421052631575,1
KUZIN Denis,Male,Kazakhstan,Speed Skating,SSK,,1,17,34,50.0,0
KUZNETSOV Ivan,Male,ROC,Alpine Skiing,ALP,,1,119,235,50.638297872340424,60
KVITELASHVILI Morisi,Male,Georgia,Figure Skating,FSK,,1,5,9,55.55555555555556,0
KWAK Yoongy,Male,Republic of Korea,Short Track Speed Skating,STK,Silver,1,36,68,52.94117647058824,10
KWIATKOWSKI Oskar,Male,Poland,Snowboard,SBD,,1,27,57,47.368421052631575,1
KYTOSAHO Niko,Male,Finland,Ski Jumping,SJP,,1,53,99,53.535353535353536,29
LABASTAU Mikita,Male,Belarus,,BTH,,1,1,28,3.571428571428571,0
LACHAT Pablo,Male,Switzerland,Curling,CUR,,1,95,173,54.91329479768786,5
LADNER Marco,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
LAEGREID Sturla Holm,Male,Norway,Biathlon,BTH,Gold,1,70,108,64.81481481481481,43
LAGHA Zachary,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
LAHAYE-GOFFART Tom,Male,Belgium,Biathlon,BTH,,1,11,19,57.89473684210527,1
LAINE Tormis,Male,Estonia,Alpine Skiing,ALP,,1,14,26,53.84615384615385,0
LAITINEN Heikki,Male,Finland,Biathlon,BTH,,1,53,99,53.535353535353536,29
LAMBERT Adam,Male,Australia,Snowboard,SBD,,1,21,44,47.72727272727273,1
LAMMIE Bobby,Male,Great Britain,Curling,CUR,Silver,1,27,49,55.10204081632652,5
LAMPARTER Johannes,Male,Austria,Nordic Combined,NCB,,1,71,113,62.83185840707964,21
LAMPIC Janez,Male,Slovenia,Cross-Country Skiing,CCS,,1,25,48,52.083333333333336,8
LANDER Anton,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
LANDSTEINER John,Male,United States of America,Curling,CUR,,1,118,231,51.082251082251084,20
LANGELAAR Tyson,Male,Canada,Speed Skating,SSK,,1,113,223,50.672645739910315,28
LANGENHAN Max,Male,Germany,Luge,LUG,,1,105,161,65.21739130434783,37
LANGER Thierry,Male,Belgium,Biathlon,BTH,,1,11,19,57.89473684210527,1
LANISEK Anze,Male,Slovenia,Ski Jumping,SJP,,1,25,48,52.083333333333336,8
LAOUN Maxime,Male,Canada,Short Track Speed Skating,STK,Gold,1,113,223,50.672645739910315,28
LAPALUS Hugo,Male,France,Cross-Country Skiing,CCS,Bronze,1,55,92,59.78260869565217,17
LAPIERRE Jules,Male,France,Cross-Country Skiing,CCS,,1,55,92,59.78260869565217,17
LAPORAL Jerome,Male,France,Bobsleigh,BOB,,1,55,92,59.78260869565217,17
LAPSHIN Timofei,Male,Republic of Korea,Biathlon,BTH,,1,36,68,52.94117647058824,10
LAPTEV Aleksei,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
LARSEN Oliver,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
LARSON Casey,Male,United States of America,Ski Jumping,SJP,,1,118,231,51.082251082251084,20
LASSEN Matias,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
LATYPOV Eduard,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
LATYPOV Eduard,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
LATYPOV Eduard,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
LAURIDSEN Markus,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
LAURIDSEN Oliver,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
LAUZI Emiliano,Male,Italy,Snowboard,SBD,,1,76,127,59.84251968503938,13
LAWRENCE Taylor,Male,Great Britain,Bobsleigh,BOB,,1,27,49,55.10204081632652,5
LAZOUSKI Dzmitry,Male,Belarus,Biathlon,BTH,,1,11,28,39.285714285714285,1
le BLE JAQUES Leo,Male,France,Snowboard,SBD,,1,55,92,59.78260869565217,17
LEDUC Timothy,Male,United States of America,Figure Skating,FSK,,1,118,231,51.082251082251084,20
LEE Chaeun,Male,Republic of Korea,Snowboard,SBD,,1,36,68,52.94117647058824,10
LEE Juneseo,Male,Republic of Korea,Short Track Speed Skating,STK,Silver,1,36,68,52.94117647058824,10
